,ODD,HC,UOC,FTEP,OSP,FTAG,HTAG,FT25,HT25,FTHAG,HTHAG,FTH25,HTH25
50,2.25,268,587,45.65587734241908,1.4875823618854538,[1.120954   1.49403748],[0.44804089 0.65758092],48.722316865417376,11.073253833049405,[0.58208955 2.3358209 ],[0.23134328 0.95149254],61.940298507462686,11.940298507462686
51,2.3,277,689,40.20319303338171,1.746071971616827,[1.15965167 1.40203193],[0.50943396 0.64876633],45.13788098693759,10.304789550072568,[0.58844765 2.31768953],[0.27797834 1.11913357],57.761732851985556,15.523465703971121
52,2.35,15,42,35.714285714285715,0.10643689812468322,[1.21428571 1.45238095],[0.57142857 0.57142857],50.0,14.285714285714285,[0.4        2.26666667],[0.2 1. ],46.666666666666664,13.333333333333334
53,2.37,167,408,40.931372549019606,1.033958438925494,[1.17647059 1.28676471],[0.52205882 0.57843137],44.36274509803921,9.068627450980392,[0.47305389 2.04191617],[0.19161677 0.94610778],45.50898203592814,9.580838323353294
54,2.38,85,198,42.92929292929293,0.5017739483020781,[1.18686869 1.5959596 ],[0.53030303 0.66161616],51.515151515151516,10.1010101010101,[0.52941176 2.29411765],[0.22352941 0.96470588],57.647058823529406,9.411764705882353
55,2.4,198,513,38.59649122807017,1.3000506842372024,[1.28070175 1.2962963 ],[0.55750487 0.64912281],49.707602339181285,11.890838206627679,[0.62626263 2.13636364],[0.29292929 1.05050505],57.07070707070707,12.626262626262626
56,2.45,211,577,36.56845753899481,1.4622402432843387,[1.23916811 1.32062392],[0.55979203 0.58925477],46.62045060658579,10.571923743500866,[0.57345972 2.20853081],[0.2985782  0.90047393],55.45023696682464,10.90047393364929
57,2.5,278,709,39.21015514809591,1.7967562088190572,[1.20169252 1.33850494],[0.50211566 0.62059238],46.82651622002821,10.578279266572638,[0.62230216 2.24460432],[0.25179856 1.03956835],60.07194244604317,12.589928057553957
58,2.55,213,532,40.037593984962406,1.348200709579321,[1.23120301 1.37030075],[0.57518797 0.58458647],46.2406015037594,11.466165413533833,[0.64788732 2.26760563],[0.30046948 0.95774648],60.56338028169014,11.267605633802818
59,2.6,198,526,37.6425855513308,1.3329954384186518,[1.25475285 1.36882129],[0.54372624 0.621673  ],50.760456273764255,12.357414448669202,[0.56565657 2.1969697 ],[0.26767677 0.94444444],58.58585858585859,14.646464646464647
60,2.62,145,408,35.53921568627451,1.033958438925494,[1.38235294 1.30882353],[0.53186275 0.59068627],51.71568627450981,9.313725490196079,[0.6137931  2.25517241],[0.22758621 0.93793103],59.310344827586206,10.344827586206897
61,2.63,69,240,28.749999999999996,0.6082108464267613,[1.26666667 1.17083333],[0.575  0.5625],45.83333333333333,11.25,[0.39130435 1.94202899],[0.1884058  0.86956522],52.17391304347826,5.797101449275362
62,2.65,2,3,66.66666666666666,0.007602635580334516,[0.66666667 1.33333333],[0.33333333 0.33333333],33.33333333333333,0.0,[0.  1.5],[0.  0.5],0.0,0.0
63,2.7,258,752,34.308510638297875,1.905727318803852,[1.27393617 1.18882979],[0.55851064 0.51861702],45.744680851063826,8.51063829787234,[0.49224806 2.03488372],[0.23643411 0.84883721],51.55038759689923,8.13953488372093
64,2.75,214,598,35.785953177257525,1.5154586923466802,[1.16220736 1.29598662],[0.5451505 0.6187291],45.1505016722408,9.866220735785953,[0.51401869 2.20560748],[0.24299065 1.05140187],55.60747663551402,10.74766355140187
65,2.8,277,803,34.49564134495641,2.034972123669539,[1.29638854 1.25778331],[0.59402242 0.59277709],47.19800747198008,12.204234122042342,[0.57761733 2.25270758],[0.28519856 1.00722022],56.317689530685925,13.357400722021662
66,2.87,151,444,34.00900900900901,1.1251900658895082,[1.27927928 1.2454955 ],[0.56081081 0.56306306],46.62162162162162,11.036036036036036,[0.64900662 2.15231788],[0.28476821 0.94701987],57.615894039735096,12.582781456953644
67,2.88,82,260,31.538461538461537,0.6588950836289914,[1.35384615 1.2       ],[0.6        0.55769231],48.84615384615385,11.153846153846155,[0.63414634 2.26829268],[0.25609756 1.        ],64.63414634146342,8.536585365853659
68,2.9,250,850,29.411764705882355,2.1540800810947793,[1.34941176 1.18823529],[0.62       0.52705882],46.470588235294116,10.117647058823529,[0.576 2.22 ],[0.28  0.988],57.599999999999994,13.200000000000001
69,3.0,389,1312,29.64939024390244,3.324885960466295,[1.3117378  1.11661585],[0.60060976 0.52515244],43.44512195121951,10.518292682926829,[0.58097686 2.07969152],[0.28534704 0.92544987],52.185089974293064,12.339331619537274
70,3.1,362,1256,28.82165605095541,3.1829700963000507,[1.35987261 1.13455414],[0.60748408 0.46894904],44.824840764331206,10.111464968152866,[0.53867403 2.09392265],[0.24033149 0.87569061],52.20994475138122,9.94475138121547
71,3.2,288,980,29.38775510204082,2.4835276229092753,[1.3244898 1.1255102],[0.58571429 0.50918367],44.38775510204081,10.714285714285714,[0.51736111 2.13194444],[0.26041667 0.91319444],56.25,10.76388888888889
72,3.25,162,590,27.45762711864407,1.4951849974657883,[1.38813559 1.13559322],[0.64067797 0.53220339],47.62711864406779,9.661016949152543,[0.61111111 2.25925926],[0.24691358 1.0308642 ],60.49382716049383,11.11111111111111
73,3.3,233,830,28.072289156626507,2.1033958438925495,[1.36626506 1.10120482],[0.6        0.49156627],44.33734939759036,8.19277108433735,[0.56223176 2.17596567],[0.2360515  0.96137339],55.793991416309005,9.012875536480687
74,3.4,271,1054,25.711574952561673,2.671059300557527,[1.48481973 1.08349146],[0.65749526 0.46204934],45.920303605313094,9.867172675521822,[0.63837638 2.18450185],[0.33948339 0.93726937],56.457564575645755,11.439114391143912
75,3.5,303,1100,27.545454545454547,2.787633046122656,[1.49909091 1.09545455],[0.64545455 0.46727273],49.81818181818182,9.909090909090908,[0.59075908 2.05610561],[0.29042904 0.8349835 ],56.10561056105611,9.24092409240924
76,3.6,288,1139,25.285338015803337,2.8864673086670045,[1.46444249 1.07638279],[0.64266901 0.46268657],46.88323090430202,10.09657594381036,[0.625      2.14583333],[0.30555556 0.90277778],56.94444444444444,11.805555555555555
77,3.7,16,67,23.88059701492537,0.16979219462747086,[1.32835821 1.01492537],[0.67164179 0.50746269],41.7910447761194,14.925373134328357,[0.75   2.0625],[0.375 0.875],50.0,6.25
78,3.75,210,842,24.94061757719715,2.1338063862138874,[1.4216152  1.02612827],[0.65083135 0.43824228],44.655581947743464,9.97624703087886,[0.5        2.01904762],[0.26666667 0.9       ],49.523809523809526,12.380952380952381
79,3.8,234,936,25.0,2.372022301064369,[1.50854701 1.04487179],[0.68803419 0.46367521],47.863247863247864,11.217948717948719,[0.64529915 2.11965812],[0.28632479 0.90598291],55.98290598290598,11.11111111111111
80,3.9,21,109,19.26605504587156,0.27622909275215407,[1.4587156  1.02752294],[0.64220183 0.41284404],40.36697247706422,10.091743119266056,[0.52380952 2.19047619],[0.28571429 0.76190476],57.14285714285714,19.047619047619047
81,4.0,318,1359,23.399558498896248,3.443993917891536,[1.58646063 1.03164091],[0.71008094 0.44076527],48.12362030905077,10.30169242089772,[0.63207547 2.09748428],[0.30503145 0.86163522],55.0314465408805,11.0062893081761
82,4.1,12,79,15.18987341772152,0.20020273694880894,[1.74683544 0.97468354],[0.69620253 0.43037975],53.16455696202531,10.126582278481013,[0.58333333 2.08333333],[0.33333333 1.        ],50.0,16.666666666666664
83,4.2,203,909,22.33223322332233,2.3035985808413586,[1.55225523 0.99779978],[0.74807481 0.41034103],47.08470847084708,10.34103410341034,[0.57635468 2.01477833],[0.29064039 0.80295567],54.679802955665025,8.374384236453201
84,4.25,1,1,100.0,0.002534211860111505,[2. 3.],[1. 2.],100.0,100.0,[2. 3.],[1. 2.],100.0,100.0
85,4.33,165,825,20.0,2.0907247845919916,[1.66181818 0.97939394],[0.75272727 0.43272727],47.75757575757576,12.606060606060607,[0.63030303 2.16363636],[0.32727273 0.9030303 ],56.36363636363636,15.757575757575756
86,4.4,1,2,50.0,0.00506842372022301,[0. 1.],[0.  0.5],0.0,0.0,[0. 2.],[0. 1.],0.0,0.0
87,4.5,193,962,20.062370062370064,2.437911809427268,[1.66424116 0.94282744],[0.74740125 0.41580042],48.85654885654886,11.122661122661123,[0.66839378 2.06217617],[0.29533679 0.92746114],58.549222797927456,11.398963730569948
88,4.6,5,34,14.705882352941178,0.08616320324379118,[1.79411765 1.        ],[0.82352941 0.55882353],58.82352941176471,11.76470588235294,[1.  2.6],[0.4 1.4],60.0,40.0
89,4.75,185,1014,18.244575936883628,2.5696908261530664,[1.80769231 0.94871795],[0.80276134 0.46153846],52.46548323471401,12.721893491124261,[0.58378378 2.0972973 ],[0.23783784 0.98918919],55.67567567567567,14.054054054054054
90,4.8,1,11,9.090909090909092,0.02787633046122656,[1.54545455 1.        ],[0.81818182 0.36363636],45.45454545454545,18.181818181818183,[2. 3.],[2. 1.],100.0,100.0
91,5.0,146,895,16.312849162011172,2.2681196147997973,[1.69832402 0.88938547],[0.74748603 0.40111732],46.4804469273743,9.944134078212292,[0.60273973 2.05479452],[0.2260274  0.90410959],52.73972602739726,8.21917808219178
92,5.25,117,657,17.80821917808219,1.6649771920932592,[1.82648402 0.92694064],[0.82343988 0.40639269],50.83713850837138,12.785388127853881,[0.58974359 1.95726496],[0.27350427 0.82051282],48.717948717948715,13.675213675213676
93,5.5,127,677,18.75923190546529,1.715661429295489,[1.8493353  0.91875923],[0.87001477 0.37223043],55.24372230428361,14.623338257016247,[0.66929134 2.06299213],[0.34645669 0.76377953],58.26771653543307,7.874015748031496
94,5.75,92,486,18.930041152263374,1.2316269640141917,[1.88477366 0.8744856 ],[0.8436214  0.40329218],51.64609053497943,12.962962962962962,[0.65217391 1.98913043],[0.31521739 0.85869565],53.2608695652174,8.695652173913043
95,6.0,105,701,14.978601997146935,1.7764825139381653,[1.91440799 0.90727532],[0.85306705 0.39800285],53.92296718972895,14.407988587731813,[0.55238095 2.1047619 ],[0.24761905 0.97142857],51.42857142857142,14.285714285714285
96,6.2,0,1,0.0,0.002534211860111505,[4. 3.],[1. 1.],100.0,0.0,,,,
97,6.25,5,33,15.151515151515152,0.08362899138367967,[2.03030303 0.60606061],[1.03030303 0.24242424],51.515151515151516,15.151515151515152,[0.8 1.8],[0.4 0.4],40.0,0.0
98,6.5,95,681,13.950073421439061,1.7257982767359352,[1.98384728 0.86930984],[0.89133627 0.36563877],54.62555066079295,12.77533039647577,[0.61052632 2.01052632],[0.24210526 0.82105263],52.63157894736842,9.473684210526317
99,7.0,55,538,10.223048327137546,1.3634059807399899,[2.12825279 0.80111524],[0.93680297 0.35315985],55.576208178438655,12.825278810408921,[0.56363636 1.92727273],[0.29090909 0.8       ],50.90909090909091,5.454545454545454
100,7.5,27,383,7.049608355091384,0.9706031424227065,[2.26109661 0.71018277],[1.02872063 0.30809399],57.96344647519582,16.449086161879894,[0.62962963 2.03703704],[0.37037037 0.88888889],40.74074074074074,14.814814814814813
101,8.0,38,363,10.46831955922865,0.9199189052204765,[2.33608815 0.83195592],[1.04407713 0.37190083],61.98347107438017,17.079889807162534,[0.78947368 2.10526316],[0.31578947 0.92105263],65.78947368421053,13.157894736842104
102,8.5,17,260,6.538461538461539,0.6588950836289914,[2.21538462 0.75      ],[0.98461538 0.38076923],57.692307692307686,16.538461538461537,[0.64705882 1.64705882],[0.29411765 0.88235294],52.94117647058824,11.76470588235294
103,9.0,32,292,10.95890410958904,0.7399898631525595,[2.26027397 0.69178082],[0.96575342 0.34246575],56.849315068493155,15.753424657534246,[0.53125 1.84375],[0.3125 1.    ],50.0,15.625
104,9.5,13,175,7.428571428571429,0.44348707551951344,[2.35428571 0.76571429],[1.06857143 0.33142857],58.857142857142854,17.71428571428571,[1.         2.46153846],[0.30769231 0.76923077],84.61538461538461,0.0
105,10.0,23,264,8.712121212121213,0.6690319310694374,[2.56439394 0.77651515],[1.17424242 0.31060606],65.53030303030303,17.424242424242426,[0.73913043 2.04347826],[0.30434783 0.95652174],56.52173913043478,8.695652173913043
106,10.5,0,2,0.0,0.00506842372022301,[2.5 0.5],[0.5 0. ],100.0,0.0,,,,
107,11.0,17,223,7.623318385650224,0.5651292448048657,[2.35426009 0.71748879],[1.03139013 0.37219731],63.67713004484305,18.385650224215247,[0.58823529 1.64705882],[0.23529412 0.76470588],58.82352941176471,11.76470588235294
108,12.0,12,189,6.349206349206349,0.4789660415610745,[2.57142857 0.76719577],[1.13756614 0.32804233],70.8994708994709,16.93121693121693,[0.75       1.83333333],[0.33333333 0.66666667],50.0,16.666666666666664
109,13.0,7,217,3.225806451612903,0.5499239736441967,[2.73732719 0.63133641],[1.26267281 0.2718894 ],62.67281105990783,19.35483870967742,[0.57142857 1.85714286],[0.         0.57142857],42.857142857142854,0.0
110,14.0,1,5,20.0,0.012671059300557527,[2.2 1.2],[1.  0.8],60.0,20.0,[0. 1.],[0. 1.],0.0,0.0
111,15.0,10,196,5.1020408163265305,0.496705524581855,[2.70918367 0.60204082],[1.24489796 0.26020408],67.3469387755102,19.897959183673468,[0.7 1.9],[0.3 0.6],50.0,10.0
112,16.0,0,9,0.0,0.02280790674100355,[2.66666667 0.77777778],[1.22222222 0.22222222],55.55555555555556,22.22222222222222,,,,
113,17.0,5,123,4.0650406504065035,0.31170805879371516,[2.94308943 0.69918699],[1.33333333 0.32520325],73.98373983739837,22.76422764227642,[0.8 1.8],[0.6 0.4],80.0,0.0
114,18.0,0,1,0.0,0.002534211860111505,[1. 0.],[1. 0.],0.0,0.0,,,,
115,19.0,3,100,3.0,0.25342118601115055,[3.12 0.5 ],[1.28 0.22],62.0,22.0,[0. 2.],[0.         0.66666667],0.0,0.0
116,21.0,3,83,3.614457831325301,0.21033958438925493,[3.18072289 0.73493976],[1.53012048 0.25301205],80.72289156626506,26.506024096385545,[0.         1.33333333],[0. 0.],0.0,0.0
117,23.0,1,37,2.7027027027027026,0.09376583882412569,[2.7027027  0.54054054],[1.21621622 0.24324324],59.45945945945946,18.91891891891892,[0. 2.],[0. 1.],0.0,0.0
118,26.0,1,24,4.166666666666666,0.060821084642676125,[4.04166667 0.54166667],[1.70833333 0.29166667],83.33333333333334,29.166666666666668,[1. 2.],[0. 0.],100.0,0.0
119,27.0,0,1,0.0,0.002534211860111505,[1. 0.],[0. 0.],0.0,0.0,,,,
120,29.0,0,16,0.0,0.04054738976178408,[3.875  0.8125],[2.     0.1875],81.25,43.75,,,,
121,34.0,0,5,0.0,0.012671059300557527,[3.4 0.4],[1.  0.2],80.0,0.0,,,,
122,41.0,0,2,0.0,0.00506842372022301,[2.5 0. ],[1.5 0. ],50.0,0.0,,,,
